antibody_id,ADI_abref458_27m,pI,GRAVY,instability_index,net_charge_pH7,charge_patch_max7,Fv_charge_asymmetry,hydro_patch_max9,SAP_score,agg_motifs,hydro_cluster_count,glycosylation_sites,deamidation_sites,isomerization_sites,oxidation_sites,free_cys,total_cdr_length,psh,ppc,pnc,sfvcsp,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total
Lixudebart,74.12,9.01,-0.334,39.8,4.89,2.0,0.838,0.556,0.571,2.0,2.0,0.0,2.0,1.0,9.0,4.0,64.0,523.66,3.0,2.0,15.5,83.99133127455265,68.0,4.721177769750176,1.9092695713043213,484.3545656563327
Lodelcizumab,68.08,8.81,-0.397,45.2,3.9,3.0,0.007,0.556,0.714,3.0,3.0,0.0,0.0,0.0,12.0,4.0,62.0,408.66,3.0,2.0,3.3,85.61542697094649,58.0,4.722683300355255,2.8856260776519775,519.3395207792892
Lonigutamab,69.45,9.07,-0.371,40.8,5.81,3.0,1.909,0.667,0.714,2.0,2.0,0.0,0.0,1.0,12.0,4.0,65.0,309.66,1.0,1.0,5.0,83.66972762841097,77.0,4.635918155034012,1.2243963479995728,562.6128507884198
Lorvotuzumab,68.05,9.3,-0.255,43.3,7.08,3.0,2.818,0.556,0.714,3.0,3.0,0.0,2.0,2.0,9.0,4.0,68.0,1054.89,3.0,2.0,25.2,80.39744563962374,71.0,4.672306115519579,2.1504547595977783,489.4502066875075
Losatuxizumab,72.43,8.63,-0.387,37.2,2.97,3.0,6.896,0.556,0.714,2.0,2.0,0.0,3.0,1.0,9.0,4.0,61.0,389.6,2.0,2.0,0.6,87.47887022375001,61.0,4.7274321954053145,1.6923482418060303,474.6622287212326
Lucorafusp,75.5,8.3,-0.414,33.9,1.98,3.0,2.088,0.556,0.714,3.0,2.0,0.0,0.0,1.0,8.0,4.0,66.0,122.95,2.0,2.0,3.52,84.27059047478079,80.0,4.650168860527572,2.247274160385132,501.2874057929867
Lumistobart,60.33,8.55,-0.406,28.1,2.81,2.1,1.085,0.556,0.714,6.0,5.0,0.0,0.0,2.0,7.0,4.0,69.0,206.17,3.0,2.0,6.2,74.80688794877354,65.0,4.6577462287802,1.8934508562088013,472.02065195438814
Lumretuzumab,69.97,8.76,-0.479,37.5,3.81,2.1,6.081,0.667,0.714,4.0,4.0,0.0,2.0,1.0,10.0,4.0,71.0,206.98,2.0,1.0,4.0,75.05825204144966,78.0,4.659438796022459,1.6450207233428955,562.3552637527705
Lumrotatug,60.47,8.61,-0.211,31.7,2.82,2.0,5.003,0.667,0.714,5.0,5.0,0.0,0.0,0.0,7.0,4.0,64.0,314.95,2.0,2.0,4.0,83.69423666775533,68.0,4.745653742360603,2.380007266998291,470.93061224237516
Lusvertikimab,71.27,8.28,-0.26,41.6,1.9,3.0,3.999,0.556,0.714,5.0,4.0,0.0,2.0,1.0,7.0,4.0,67.0,490.57,3.0,3.0,0.41,82.54757509855793,70.0,4.642832613414754,0.42417457699775696,471.50442283155644
Luvagrobart,77.95,6.9,-0.325,33.2,-0.1,3.0,2.179,0.667,0.714,2.0,2.0,0.0,1.0,1.0,7.0,4.0,66.0,208.93,3.0,1.0,4.1,83.81319394615063,82.0,4.647580388540066,1.981347680091858,539.4192772600838
Luveltamab,75.82,6.15,-0.281,40.6,-1.02,3.0,4.916,0.667,0.714,3.0,2.0,0.0,1.0,2.0,9.0,4.0,69.0,694.12,2.0,2.0,0.0,80.25189175382353,82.0,4.5777662909579675,1.7149237394332886,491.65067635685216
Magrolimab,75.62,8.58,-0.396,33.4,2.9,3.0,0.999,0.556,0.571,2.0,2.0,0.0,1.0,0.0,9.0,4.0,67.0,239.3,3.0,2.0,3.1,78.49697896644837,72.0,4.678745936246634,2.6560816764831543,487.14645454168203
Manfidokimab,74.19,8.81,-0.358,33.3,3.9,3.0,2.004,0.556,0.714,3.0,2.0,0.0,1.0,0.0,8.0,4.0,61.0,280.22,3.2,1.0,4.2,84.73593280960338,73.0,4.688837714032898,2.1197140216827393,587.6332997147265
Matuzumab,67.15,6.99,-0.485,40.2,-0.01,3.0,0.096,0.556,0.571,1.0,1.0,0.0,1.0,1.0,11.0,4.0,65.0,174.79,4.0,3.0,0.0,86.64293400008332,70.0,4.645326610283829,1.8477450609207153,584.6638689565474
Mavrostobart,73.08,8.55,-0.381,33.9,2.88,3.0,2.981,0.556,0.714,3.0,3.0,1.0,1.0,2.0,7.0,4.0,72.0,351.9,3.0,2.0,3.3,74.21961705943156,71.0,4.632783623266431,0.6371105313301086,544.2235211736719
Mazorelvimab,60.77,7.85,-0.143,47.8,0.81,4.0,3.074,0.667,0.714,5.0,5.0,0.0,3.0,2.0,10.0,4.0,70.0,580.57,3.0,1.0,3.0,78.23611871201678,74.0,4.584047326866869,0.7713220119476318,524.2710790441608
Mecbotamab,71.78,8.6,-0.363,26.6,3.15,3.0,5.066,0.667,0.857,3.0,2.0,0.0,1.0,0.0,11.0,4.0,65.0,362.88,3.0,1.0,0.41,81.29021193765249,72.0,4.7061965123290275,2.3085949420928955,683.5014277283409
Mepolizumab,62.37,8.34,-0.256,31.3,1.9,2.0,1.998,0.778,0.857,10.0,9.0,0.0,2.0,1.0,9.0,4.0,70.0,532.48,1.0,3.0,4.4,74.7258012944915,76.0,4.672363564323525,1.8948460817337036,464.2815649087401
Mezagitamab,61.97,5.9,-0.345,46.5,-1.93,4.0,1.659,0.556,0.571,2.0,2.0,0.0,3.0,4.0,7.0,4.0,72.0,457.48,1.1,2.0,0.3,86.97379097804479,67.0,4.736686600426029,2.4936513900756836,610.8531356486496
Milatuzumab,68.05,9.06,-0.364,40.8,4.99,4.0,1.267,0.556,0.714,4.0,3.0,0.0,1.0,0.0,7.0,4.0,70.0,421.6,2.0,4.0,4.2,74.48979027111503,69.0,4.661200565033242,1.5491936206817627,546.2320342958946
Mipasetamab,78.73,7.79,-0.286,37.8,0.9,3.0,0.919,0.556,0.714,4.0,4.0,0.0,2.0,1.0,9.0,4.0,68.0,353.83,3.0,2.0,0.0,83.83440239275325,85.0,4.548115336037929,1.3298940658569336,545.9207142448963
Miptenalimab,74.63,8.3,-0.281,36.2,1.9,3.0,0.009,0.778,0.857,5.0,4.0,0.0,2.0,0.0,9.0,4.0,67.0,518.31,3.0,4.0,4.0,84.77624150375983,73.0,4.731623881595663,2.631615161895752,450.2933552742591
Mirikizumab,62.58,8.93,-0.388,33.8,4.9,3.0,3.0,0.556,0.714,1.0,1.0,0.0,0.0,1.0,11.0,4.0,60.0,369.64,3.0,2.0,6.3,83.54978047842452,63.0,4.681386223332635,0.8563723564147949,666.5815244084349
Misitatug,70.86,6.17,-0.29,41.6,-1.02,3.0,3.076,0.556,0.571,4.0,4.0,0.0,1.0,1.0,12.0,4.0,68.0,478.37,3.0,1.0,0.0,85.61323682194036,77.0,4.660630489485737,1.5604417324066162,499.0349008773231
Mitazalimab,67.24,8.37,-0.126,47.0,1.89,4.0,1.829,0.556,0.571,4.0,4.0,0.0,2.0,1.0,8.0,4.0,69.0,1037.77,3.0,1.0,3.0,88.99461733483814,85.0,4.572839171578319,1.0886863470077515,518.182411991113
Mogamulizumab,66.68,7.87,-0.231,40.7,0.98,3.0,1.07,0.556,0.714,5.0,5.0,0.0,3.0,2.0,8.0,4.0,69.0,955.42,3.0,1.0,3.1,81.04359834529531,71.0,4.699595479804409,2.5031487941741943,478.49628991852967
Monalizumab,76.96,7.78,-0.418,41.0,0.99,3.0,3.084,0.667,0.714,3.0,3.0,0.0,0.0,1.0,11.0,4.0,70.0,551.41,2.3,3.0,-3.8,83.08597234196127,71.0,4.603346593833868,0.5837812423706055,543.9903600209041
Motavizumab,61.24,8.6,-0.266,34.2,2.9,3.0,0.996,0.778,0.857,6.0,6.0,0.0,0.0,0.0,11.0,4.0,64.0,1165.82,3.0,2.0,8.0,81.21150876391768,74.0,4.70665732681534,2.7599315643310547,547.402098226776
Mozistobart,75.67,8.85,-0.206,33.4,4.07,3.0,2.001,0.667,0.714,4.0,3.0,0.0,2.0,1.0,9.0,4.0,68.0,420.13,1.0,2.0,6.82,84.84918736733705,70.0,4.702466464229414,1.5585741996765137,469.4733452200994
Mupadolimab,65.42,5.49,-0.397,40.2,-3.08,3.0,3.247,0.667,0.714,2.0,2.0,1.0,0.0,0.0,8.0,4.0,71.0,268.26,4.0,6.0,0.0,79.74110899770626,79.0,4.632363022865486,1.1671273708343506,541.333992897646
Murlentamab,60.03,9.39,-0.415,41.5,8.9,3.0,1.179,0.556,0.714,1.0,1.0,0.0,0.0,1.0,10.0,4.0,59.0,157.19,2.2,2.0,20.4,84.78288859025142,78.0,4.605779523478565,1.3383134603500366,533.9969210649115
Muzastotug,72.02,8.83,-0.397,41.0,3.89,3.0,3.836,0.667,0.714,4.0,3.0,0.0,2.0,0.0,7.0,4.0,62.0,347.51,3.0,4.0,10.5,83.6532789120482,62.0,4.7210310431551346,2.5064408779144287,551.9047204476868
Nadunolimab,69.03,6.99,-0.396,37.8,-0.01,3.0,0.082,0.556,0.571,1.0,1.0,0.0,0.0,1.0,11.0,4.0,62.0,308.49,1.1,1.0,2.31,84.30473127385629,68.0,4.687448842570467,2.0253803730010986,512.7006731498029
Natalizumab,68.96,8.55,-0.448,43.8,2.9,2.0,1.002,0.556,0.571,2.0,2.0,0.0,1.0,0.0,10.0,4.0,67.0,291.64,3.1,2.0,4.0,82.47960654456845,72.0,4.708645962827656,2.671675443649292,518.5733727248768
Navenibart,73.2,7.77,-0.306,32.5,0.81,3.0,3.083,0.667,0.857,5.0,3.0,0.0,0.0,0.0,10.0,4.0,66.0,845.76,1.1,3.0,-6.2,85.12817351878157,59.0,4.746328131139096,2.525710105895996,529.60340635686
Naxitamab,60.06,8.63,-0.216,34.3,2.9,2.0,3.094,0.778,0.857,6.0,5.0,0.0,3.0,0.0,9.0,4.0,61.0,485.91,2.0,2.0,4.1,82.38636593359823,66.0,4.726489149738519,2.844255208969116,479.4263688956005
Nebokitug,64.67,5.45,-0.493,35.4,-2.18,3.0,6.079,0.667,0.714,4.0,4.0,0.0,2.0,3.0,10.0,4.0,69.0,286.91,2.0,5.0,-6.3,78.04735719908416,74.0,4.736207019509817,1.6565779447555542,548.7150954604175
Nelmastobart,70.38,8.26,-0.397,40.0,1.98,3.0,4.08,0.556,0.714,1.0,1.0,0.0,1.0,0.0,9.0,4.0,70.0,459.61,4.0,1.0,0.32,84.00375289103746,85.0,4.601576441187199,0.7843176126480103,504.36287184820935
Nemolizumab,68.61,4.88,-0.413,37.2,-6.09,3.0,0.173,0.556,0.714,3.0,2.0,0.0,1.0,3.0,8.0,4.0,66.0,157.05,2.0,2.0,6.0,82.12007101503896,72.0,4.769967013490414,2.602862596511841,613.8647671591451
Nezutatug,63.78,8.3,-0.283,28.3,1.98,2.1,2.083,0.556,0.571,1.0,1.0,0.0,0.0,0.0,8.0,4.0,65.0,313.21,1.1,1.0,5.1,82.95017725044094,74.0,4.720046181567059,2.379687547683716,536.6888929049104
Nimacimab,72.49,8.79,-0.435,46.2,4.08,3.0,0.252,0.556,0.571,3.0,3.0,0.0,0.0,1.0,8.0,4.0,63.0,295.76,1.1,2.0,3.41,83.46145844406483,56.0,4.6619133288519725,1.686418056488037,581.8857062131003
Nimotuzumab,74.05,8.32,-0.431,43.0,1.9,3.0,2.162,0.556,0.571,2.0,2.0,0.0,1.0,2.0,8.0,4.0,73.0,472.05,3.0,3.0,0.0,81.18588977844468,69.0,4.700924666281099,1.8519529104232788,526.8586047094002
Nofazinlimab,72.26,8.29,-0.215,41.0,1.81,3.0,1.907,0.556,0.571,2.0,2.0,0.0,0.0,2.0,9.0,4.0,65.0,474.49,3.0,2.0,0.1,77.46092499024954,64.0,4.630590597033048,1.3319240808486938,576.96847753772
Obexelimab,79.3,6.98,-0.322,41.8,-0.02,3.0,2.067,0.556,0.571,3.0,3.0,0.0,2.0,1.0,10.0,4.0,71.0,343.32,2.1,1.0,-0.9,77.04936342338956,77.0,4.602703603082581,1.6171514987945557,543.7345937999967
Obinutuzumab,73.6,7.76,-0.222,31.9,0.82,3.0,2.909,0.556,0.571,3.0,3.0,0.0,2.0,2.0,10.0,4.0,69.0,1224.27,4.0,3.0,1.1,75.7682458490543,72.0,4.532909564534156,1.3160345554351807,551.3171339747196
Ocankitug,68.73,5.91,-0.398,40.0,-2.01,3.0,4.081,0.667,0.714,2.0,2.0,0.0,0.0,3.0,10.0,4.0,62.0,180.43,2.0,3.0,-8.0,85.11289516552117,65.0,4.730527695659726,2.090120315551758,510.10978728942104
Ocaratuzumab,71.4,8.81,-0.336,35.3,3.98,3.0,3.99,0.667,0.714,4.0,4.0,0.0,0.0,0.0,11.0,4.0,65.0,603.5,3.0,1.0,4.0,85.97547016327508,66.0,4.678248954110029,2.2173266410827637,686.9117770884608
Ociperlimab,74.86,7.84,-0.272,43.1,0.89,2.0,1.091,0.667,0.714,5.0,5.0,0.0,1.0,1.0,9.0,4.0,64.0,236.44,3.0,1.0,2.1,85.59024589719496,70.0,4.719759291761061,2.0486690998077393,466.9879906929394
Ocrelizumab,65.49,8.8,-0.333,36.9,3.97,3.0,0.074,0.556,0.714,0.0,0.0,0.0,3.0,0.0,10.0,4.0,66.0,269.82,3.0,1.0,6.0,86.61121135396799,73.0,4.5473849739062295,0.5672510266304016,599.2597712569785
Olendalizumab,63.74,6.17,-0.51,36.2,-1.09,3.0,2.992,0.667,0.714,1.0,1.0,0.0,1.0,2.0,11.0,4.0,69.0,118.65,3.0,4.0,-1.1,77.95028920325593,75.0,4.66608397879843,1.3278034925460815,554.1680350600726
Olintatug,69.1,5.72,-0.375,30.3,-2.09,3.0,0.181,0.556,0.571,2.0,2.0,0.0,2.0,0.0,8.0,4.0,66.0,564.16,3.0,4.0,0.0,76.68861411709194,61.0,4.704311825690985,2.044670820236206,598.0713159191042
Oloctinebart,70.82,7.78,-0.246,33.7,0.9,3.0,1.0,0.556,0.714,2.0,2.0,0.0,0.0,1.0,11.0,4.0,66.0,878.58,3.0,1.0,0.0,76.96602005220733,61.0,4.660249900847378,1.787894368171692,521.8264107598588
Olokizumab,68.12,5.44,-0.407,36.9,-2.11,3.0,0.006,0.556,0.714,2.0,2.0,0.0,3.0,2.0,8.0,4.0,65.0,262.2,3.0,3.0,0.0,82.61158479761755,58.0,4.744076774602803,2.4596691131591797,496.7785893985608
Omalizumab,68.92,5.79,-0.393,44.5,-2.85,3.0,5.246,0.667,0.714,4.0,3.0,0.0,1.0,4.0,8.0,4.0,70.0,220.52,2.0,3.0,-4.4,79.59883926562705,78.0,4.666762192455961,2.0716562271118164,560.057226687581
Omectatug,70.28,8.79,-0.461,30.1,3.82,3.0,2.093,0.667,0.714,4.0,4.0,0.0,2.0,0.0,9.0,4.0,69.0,225.75,3.0,2.0,8.2,74.65341565758919,74.0,4.659104956993437,1.5241074562072754,509.15135543865165
Onartuzumab,75.02,8.3,-0.395,31.6,1.89,3.0,3.829,0.667,0.714,2.0,2.0,0.0,2.0,0.0,10.0,4.0,70.0,162.45,2.0,2.0,0.0,74.52393407709802,75.0,4.704503496124215,1.487204670906067,514.4657220043507
Ongericimab,75.57,8.32,-0.312,47.1,2.07,3.0,4.0,0.667,0.714,2.0,2.0,0.0,1.0,0.0,8.0,4.0,55.0,441.32,2.0,3.0,4.51,81.4454661611916,44.0,4.726416015449693,2.7694456577301025,542.491108230807
Ontuxizumab,74.09,6.75,-0.43,32.7,-0.19,3.0,5.905,0.667,0.714,5.0,3.0,0.0,1.0,1.0,8.0,4.0,70.0,311.36,3.0,3.0,-16.0,79.18582686958925,78.0,4.606962406536866,0.8284890055656433,509.58198139766085
Oportuzumab,72.14,8.61,-0.232,31.1,2.89,3.0,3.01,0.556,0.714,2.0,2.0,0.0,2.0,1.0,9.0,4.0,66.0,700.62,2.0,2.0,-3.1,76.64716755374562,56.0,4.703303166018188,1.3104369640350342,547.794793381484
Orilanolimab,66.55,9.09,-0.41,35.4,5.81,3.0,5.914,0.556,0.714,3.0,2.0,0.0,0.0,1.0,8.0,4.0,63.0,201.55,4.0,1.0,5.5,81.46077176413598,68.0,4.727233941970247,2.3069024085998535,599.9562034434173
Osemitamab,69.09,8.74,-0.428,28.3,3.81,3.0,2.085,0.556,0.714,4.0,4.0,0.0,1.0,1.0,11.0,4.0,69.0,421.85,3.0,1.0,4.2,74.78927886500253,72.0,4.677255049272997,1.7291851043701172,578.8885770796921
Otelixizumab,64.39,6.35,-0.288,44.8,-0.93,3.0,8.806,0.667,0.714,4.0,3.0,0.0,4.0,2.0,7.0,4.0,66.0,665.07,2.0,3.0,-11.6,89.34180844360253,81.0,4.57711189666081,0.9029271602630615,443.28308369032356
Otlertuzumab,76.22,8.31,-0.356,30.6,1.98,3.0,5.811,0.667,0.714,4.0,4.0,0.0,0.0,1.0,10.0,4.0,61.0,800.83,3.0,2.0,-2.7,83.49632116958772,61.0,4.673301695828728,2.1351840496063232,603.3385651399843
Oturkibart,72.42,9.01,-0.284,38.6,4.89,3.0,2.832,0.556,0.714,3.0,2.0,0.0,3.0,1.0,9.0,4.0,65.0,912.2,3.0,2.0,10.5,81.25395169422043,64.0,4.72347283099532,2.158836841583252,633.9737915024988
Ozanezumab,79.58,8.79,-0.347,40.1,3.82,3.0,0.087,0.556,0.714,3.0,3.0,0.0,1.0,1.0,11.0,4.0,63.0,758.14,4.0,1.0,6.0,76.11814980562272,57.0,4.693900685246573,1.7937648296356201,663.7041069720885
Ozureprubart,73.53,6.09,-0.342,45.9,-1.85,3.0,4.246,0.667,0.714,3.0,2.0,0.0,1.0,3.0,8.0,4.0,70.0,272.09,2.0,3.0,0.0,79.39795028749126,76.0,4.67559711146862,2.0017879009246826,562.6140786275488
Ozuriftamab,71.33,8.59,-0.356,33.8,3.06,3.0,1.123,0.556,0.571,1.0,1.0,0.0,2.0,0.0,9.0,4.0,66.0,215.68,4.0,1.0,6.0,83.36401116678438,68.0,4.653148180169609,2.3060085773468018,576.4847468818925
Palivizumab,57.69,8.74,-0.251,31.0,3.8,3.0,0.073,0.778,0.857,5.0,5.0,0.0,0.0,0.0,12.0,5.0,64.0,574.74,3.0,2.0,8.0,81.32402587218237,76.0,4.676857127839726,2.3011317253112793,511.2617582646119
Pamlectabart,59.9,6.58,-0.212,46.1,-0.19,3.0,2.004,0.556,0.714,6.0,5.0,0.0,1.0,0.0,7.0,4.0,65.0,1172.23,3.0,2.0,0.0,87.42241829562911,60.0,4.715269286030779,2.105726957321167,464.49442090099035
Paridiprubart,72.6,7.82,-0.369,33.6,1.25,3.0,2.741,0.556,0.571,2.0,2.0,0.0,1.0,0.0,6.0,4.0,63.0,216.71,2.0,2.0,6.82,83.50201671774074,70.0,4.721288121476466,2.404250383377075,576.596016857695
Parsatuzumab,65.73,7.87,-0.398,38.4,1.24,3.0,7.005,0.556,0.714,1.0,1.0,0.0,2.0,0.0,8.0,4.0,73.0,731.44,3.0,3.0,1.04,76.99847817033209,93.0,4.542783987621374,0.6329008340835571,533.6453794649688
Patecibart,70.02,7.8,-0.356,25.0,1.08,3.0,1.076,0.778,0.714,6.0,5.0,0.0,1.0,2.0,9.0,4.0,65.0,344.2,2.1,2.0,6.0,83.00125079537713,83.0,4.65512392313584,2.3350937366485596,479.27227377594187
Pateclizumab,76.17,8.97,-0.352,29.8,4.97,3.0,1.074,0.667,0.714,4.0,3.0,0.0,1.0,0.0,9.0,4.0,63.0,209.06,3.0,1.0,8.2,85.26925954177389,80.0,4.6106034040688755,1.7594579458236694,541.0617280793196
Pegrizeprument,72.76,6.34,-0.354,38.6,-1.02,3.0,0.923,0.667,0.714,2.0,2.0,0.0,0.0,2.0,8.0,5.0,66.0,395.41,2.0,3.0,-0.1,81.90189250901481,63.0,4.759151872224028,2.2490334510803223,573.9482629342955
Pembrolizumab,87.27,8.28,-0.357,36.3,1.91,3.0,1.744,0.667,0.714,3.0,3.0,0.0,1.0,1.0,8.0,4.0,69.0,610.15,3.0,4.0,2.0,80.43116519837463,70.0,4.694097937796648,2.0853679180145264,509.5866008478585
Penpulimab,79.72,8.33,-0.351,44.3,1.8,3.0,0.075,0.556,0.714,4.0,3.0,0.0,2.0,1.0,10.0,4.0,63.0,262.34,3.0,3.0,4.0,86.54168174235082,68.0,4.64275790340809,2.041644811630249,491.91843691671147
Pepinemab,60.18,5.41,-0.495,41.4,-3.1,3.0,11.16,0.667,0.714,4.0,4.0,0.0,0.0,3.0,9.0,4.0,67.0,251.38,4.0,3.0,-18.0,78.69469243725885,68.0,4.777778912747324,2.426692247390747,526.7390199850414
Perakizumab,72.46,6.56,-0.309,38.3,-0.2,3.0,1.923,0.667,0.857,6.0,3.0,0.0,3.0,3.0,8.0,4.0,68.0,722.96,3.0,3.0,2.0,84.87720554149277,73.0,4.601037630022878,1.2427023649215698,482.4043604937607
Peresolimab,77.29,6.47,-0.347,37.4,-0.28,3.0,0.003,0.556,0.714,3.0,2.0,0.0,2.0,0.0,9.0,4.0,67.0,476.55,1.0,3.0,0.0,83.41832667410577,73.0,4.7071006267928,2.3177430629730225,586.8809275440999
Pertuzumab,75.09,8.31,-0.297,32.3,1.8,3.0,1.913,0.556,0.714,3.0,3.0,0.0,2.0,0.0,7.0,4.0,64.0,495.85,3.0,2.0,6.0,84.48045965261937,71.0,4.697077543672546,2.094217538833618,579.9180769922735
Pexelizumab,64.83,5.55,-0.28,30.9,-1.26,3.0,0.993,0.556,0.571,1.0,1.0,0.0,0.0,1.0,10.0,4.0,67.0,608.94,3.0,2.0,-1.0,81.55105091993914,75.0,4.64151078599872,1.8332875967025757,614.0666315040983
Picankibart,59.64,8.96,-0.425,41.8,4.98,3.0,0.914,0.556,0.571,1.0,1.0,0.0,0.0,0.0,11.0,4.0,60.0,154.98,3.0,1.0,6.2,84.37093028406636,67.0,4.682645462131125,1.4727610349655151,519.902355429137
Pidilizumab,70.36,8.55,-0.236,44.5,2.81,3.0,7.144,0.556,0.714,3.0,3.0,0.0,1.0,1.0,10.0,5.0,61.0,545.47,2.1,2.0,-8.0,83.4799488972416,55.0,4.69597213507446,1.953930377960205,608.4358502713144
Pimurutamab,70.74,5.43,-0.288,38.8,-3.01,3.0,3.0,0.667,0.714,4.0,4.0,0.0,2.0,0.0,8.0,4.0,64.0,282.31,1.1,3.0,0.0,85.17285932514719,77.0,4.616838476996928,1.208740234375,450.984200661762
Pinatuzumab,68.8,8.34,-0.375,33.3,1.89,3.0,4.004,0.556,0.571,1.0,1.0,1.0,1.0,2.0,10.0,4.0,70.0,546.88,3.0,4.0,0.0,82.64930212448814,78.0,4.562437462301403,0.997174084186554,478.1917989045622
Pivekimab,68.29,8.26,-0.475,38.4,1.82,3.0,0.016,0.556,0.571,0.0,0.0,0.0,1.0,2.0,8.0,4.0,66.0,313.95,4.0,4.0,2.0,84.1484635480553,72.0,4.714971322156398,1.9394652843475342,615.3653580531108
Plonmarlimab,71.08,8.92,-0.42,27.5,5.06,3.0,1.168,0.667,0.714,3.0,3.0,0.0,0.0,0.0,9.0,4.0,65.0,258.03,4.0,2.0,6.3,84.58240727516753,70.0,4.641576807209522,2.2520334720611572,561.3401169916251
Plozalizumab,67.14,8.83,-0.325,44.1,3.89,3.0,1.982,0.667,0.714,1.0,1.0,0.0,2.0,5.0,8.0,4.0,67.0,510.36,4.0,2.0,6.3,77.46089027750153,59.0,4.637050918170384,1.6703816652297974,523.8335140923781
Podentamig2,66.96,9.09,-0.261,33.3,5.88,4.0,2.156,0.556,0.714,4.0,4.0,0.0,1.0,1.0,8.0,4.0,73.0,664.66,4.1,2.0,5.0,89.23892317596591,83.0,4.67925776737429,1.740414023399353,474.8973900213232
Polatuzumab,65.34,4.85,-0.346,43.6,-5.18,3.0,3.077,0.667,0.714,1.0,1.0,0.0,1.0,1.0,6.0,4.0,66.0,336.15,3.0,6.0,-6.0,79.14285634245783,70.0,4.7430613538369695,1.7970387935638428,539.3887357435034
Polzastobart,62.93,8.3,-0.3,27.2,1.9,3.0,5.995,0.778,0.857,5.0,5.0,0.0,2.0,0.0,11.0,4.0,68.0,702.71,2.0,2.0,-5.4,79.39105509110796,79.0,4.612766367047863,2.0836527347564697,548.3609240856242
Ponezumab,69.49,8.8,-0.332,48.8,3.9,3.0,0.002,0.556,0.571,2.0,2.0,0.0,0.0,0.0,8.0,4.0,66.0,718.93,2.1,2.0,3.41,77.2464977948402,57.0,4.6399194125531364,1.737320065498352,696.2638232523086
Posdinemab,71.1,8.99,-0.309,39.8,4.73,3.0,2.996,0.556,0.714,2.0,2.0,0.0,2.0,2.0,9.0,4.0,63.0,277.6,3.0,3.0,8.0,87.58747390829845,76.0,4.573194484534182,0.8227289319038391,491.2941461695748
Posnafusp,78.94,8.29,-0.326,33.3,2.06,3.0,2.187,0.667,0.571,2.0,2.0,0.0,1.0,0.0,11.0,4.0,68.0,338.43,2.0,2.0,-4.2,75.27592763624284,66.0,4.702679369969391,2.458444833755493,524.8743145755337
Pradusinstobart,66.21,8.85,-0.33,33.8,4.7,3.0,1.013,0.667,0.714,7.0,6.0,0.0,2.0,2.0,10.0,6.0,65.0,478.67,2.0,2.0,8.0,79.19267609173134,73.0,4.654825368683086,1.5490760803222656,468.09954638763855
Prafnosbart,70.45,7.85,-0.162,44.4,0.89,3.0,2.908,0.667,0.571,5.0,4.0,0.0,2.0,0.0,9.0,4.0,66.0,936.14,3.0,1.0,0.0,87.94688255290829,70.0,4.6302884968577835,0.9515804648399353,476.4297018381116
Praluzatamab,64.39,6.15,-0.195,35.0,-1.1,3.0,0.995,0.778,0.857,5.0,5.0,0.0,1.0,0.0,9.0,4.0,71.0,775.55,3.0,2.0,0.11,74.70511683477315,82.0,4.645258814198864,1.0089386701583862,501.46608911114737
Prasinezumab,71.11,8.95,-0.262,35.1,4.8,3.0,4.913,0.667,0.714,4.0,3.0,0.0,2.0,0.0,8.0,4.0,67.0,423.38,3.0,2.0,6.0,77.1336873897689,59.0,4.710501730604458,2.675405263900757,464.2341949275118
Prolgolimab,65.06,8.87,-0.235,31.6,3.81,3.0,0.087,0.556,0.714,5.0,4.0,0.0,2.0,3.0,11.0,4.0,74.0,793.62,3.0,3.0,6.0,81.23354577323393,69.0,4.615266041295363,1.3992393016815186,667.6109012753041
Pucotenlimab,67.75,8.64,-0.329,39.4,2.81,3.0,3.066,0.556,0.714,6.0,5.0,1.0,2.0,1.0,11.0,4.0,67.0,444.13,3.0,3.0,0.0,80.96867754395086,68.0,4.728970601481776,2.351309061050415,506.366341405226
Quavonlimab,74.95,8.82,-0.364,39.6,3.8,3.0,1.922,0.556,0.714,2.0,2.0,0.0,2.0,1.0,8.0,4.0,60.0,585.11,3.0,2.0,6.0,80.67143020650063,57.0,4.605059943683854,1.8022844791412354,554.7931740372256
Quetmolimab,74.15,8.28,-0.391,32.2,1.9,3.0,0.001,0.556,0.714,4.0,3.0,0.0,0.0,3.0,8.0,4.0,64.0,212.83,3.0,2.0,3.1,83.29333896847051,69.0,4.626533269882202,2.076059103012085,548.5844405489455
Quilizumab,65.04,6.98,-0.254,34.0,-0.02,3.0,8.089,0.778,0.857,6.0,3.0,0.0,2.0,0.0,9.0,4.0,67.0,615.36,2.0,3.0,-4.1,80.04717115911131,73.0,4.63779545050825,1.6375677585601807,476.3463357500578
Ragifilimab,66.68,8.75,-0.414,23.3,3.81,2.0,5.906,0.556,0.714,4.0,4.0,0.0,1.0,1.0,9.0,4.0,69.0,304.48,4.0,1.0,0.0,74.1768887888033,73.0,4.523046729957883,0.8216917514801025,544.6871129115926
Ralpancizumab,61.38,9.19,-0.496,41.6,7.08,3.0,0.989,0.556,0.714,3.0,2.0,0.0,0.0,0.0,10.0,4.0,63.0,228.69,4.2,2.0,20.91,81.83511484134715,74.0,4.506053820313239,0.8002316951751709,587.2279203796799
