canonical_id,display_name,in_root_ada_147,in_master_ada_158,in_panel_136,in_combined_db_146,in_batch2,in_batch3,in_negative_library,in_ph3_candidates,in_gap_list,ada_first_pct_panel,ada_first_pct_combined,ada_pct_consistent,thera_genetics_class,vh_germline,vl_germline,source_db_combined,curation_gap_fields,evidence_tier,anomalies
tovetumab,Tovetumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tregalizumab,Tregalizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tucotuzumab,Tucotuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tusamitamab,Tusamitamab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
uprevstobart,Uprevstobart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
upinitatug,Upinitatug,False,False,False,False,False,False,True,True,False,,,,,,,,,,
urabrelimab,Urabrelimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
urtoxazumab,Urtoxazumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vadastuximab,Vadastuximab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
vandortuzumab,Vandortuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vantictumab,Vantictumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vanucizumab,Vanucizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
varisacumab,Varisacumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
vatelizumab,Vatelizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
veltuzumab,Veltuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vepsitamab,Vepsitamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vesencumab,Vesencumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vibecotamab,Vibecotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vibostolimab,Vibostolimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
visilizumab,Visilizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
vixtimotamab,Vixtimotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vobarilizumab,Vobarilizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
volociximab,Volociximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vonlerolizumab,Vonlerolizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vorsetuzumab,Vorsetuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
voxalatamab,Voxalatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
vulinacimab,Vulinacimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
zagotenemab,Zagotenemab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
zalutumumab,Zalutumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
zanolimumab,Zanolimumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
zansecimab,Zansecimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
zeripatamig,Zeripatamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
zuberitamab,Zuberitamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
